left,right,score
kite,Makeup and Accessories,0.7999935746192932
kite,Makeup and Accessories,0.7999935746192932
invertebrate,Reptiles,0.799906849861145
seahorse,Women's Shoes and Footwear,0.7999019622802734
otter,Zoos & Aquariums,0.7997561693191528
otter,Zoos & Aquariums,0.7997561693191528
hook,Musical Instruments,0.799752950668335
picnic_basket,Bars & Restaurants,0.799750566482544
underground,Men's Formal Wear,0.7996719479560852
worm,Land and Farms,0.799575686454773
rubber,Card Games,0.7995193004608154
mail,Malls & Shopping Centers,0.799484133720398
closet,Bars & Restaurants,0.7994606494903564
closet,Bars & Restaurants,0.7994606494903564
closet,Bars & Restaurants,0.7994606494903564
hen,Zoos & Aquariums,0.799432635307312
cock,Card Games,0.7994170784950256
toy,Makeup and Accessories,0.799415111541748
bee,Home & Garden,0.799403190612793
bee,Home & Garden,0.799403190612793
bee,Home & Garden,0.799403190612793
bust,Malls & Shopping Centers,0.7993499636650085
cookie,Zoos & Aquariums,0.7993431091308594
bench,Bars & Restaurants,0.7992894649505615
bench,Bars & Restaurants,0.7992894649505615
worm,Malls & Shopping Centers,0.7992656826972961
spider_web,Hobbies & Interests,0.799261212348938
screen,Bars & Restaurants,0.7992359399795532
ferret,Women's Handbags and Wallets,0.7992290258407593
cricket,Home & Garden,0.7992098331451416
cricket,Home & Garden,0.7992098331451416
funk,Malls & Shopping Centers,0.7991268038749695
pear,Cats,0.7991198897361755
bust,Casinos & Gambling,0.799117386341095
singing,Musical Instruments,0.7990944385528564
singing,Musical Instruments,0.7990944385528564
stool,Education industry,0.7989950180053711
ferret,Coupe,0.7989928722381592
comfort,Beauty,0.7989588975906372
cream,Cooking,0.7989324927330017
file,Education,0.79886394739151
tower,Zoos & Aquariums,0.7988102436065674
tower,Zoos & Aquariums,0.7988102436065674
rub,Zoos & Aquariums,0.7987901568412781
potato,Bars & Restaurants,0.7987765669822693
liquid,Bath and Shower,0.798771321773529
toy,Card Games,0.7987320423126221
tool,Theater Venues and Events,0.7987062931060791
kite,Malls & Shopping Centers,0.7986982464790344
kite,Malls & Shopping Centers,0.7986982464790344
kite,Malls & Shopping Centers,0.7986982464790344
worm,Cats,0.7986981868743896
inside,Reptiles,0.7985790371894836
inside,Reptiles,0.7985790371894836
inside,Reptiles,0.7985790371894836
butterfly,Zoos & Aquariums,0.7985777854919434
butterfly,Television,0.7985650897026062
laughter,Daycare and Pre-School,0.7984402179718018
bullet,Bars & Restaurants,0.7984198331832886
grape,Birds,0.7984168529510498
lamp,Hotel Properties,0.7983785271644592
furniture,Musical Instruments,0.7983525991439819
furniture,Retail Industry,0.798328697681427
projector,Bath and Shower,0.7983242869377136
inside,Pets,0.7983148097991943
inside,Pets,0.7983148097991943
inside,Pets,0.7983148097991943
rubber,Malls & Shopping Centers,0.7982848286628723
hen,Birds,0.798284649848938
jack,Casinos & Gambling,0.7982760071754456
stool,Malls & Shopping Centers,0.7982672452926636
closet,Malls & Shopping Centers,0.7981806993484497
closet,Malls & Shopping Centers,0.7981806993484497
closet,Malls & Shopping Centers,0.7981806993484497
goat,Birds,0.7981690764427185
goat,Birds,0.7981690764427185
vegetable_garden,Reptiles,0.7981455326080322
file,Books and Literature,0.798127293586731
speaker,Theater Venues and Events,0.7980936169624329
puff,Malls & Shopping Centers,0.7980762124061584
rocker,Zoos & Aquariums,0.7980706691741943
shark,Zoos & Aquariums,0.7980371713638306
tap,Music and Audio,0.7980301976203918
tap,Music and Audio,0.7980301976203918
trench,Events and Attractions,0.7980160713195801
furniture,Style & Fashion,0.7979989051818848
building,Hotel Properties,0.7978469133377075
inside,Land and Farms,0.7977758646011353
inside,Land and Farms,0.7977758646011353
inside,Land and Farms,0.7977758646011353
shed,Women's Handbags and Wallets,0.7977471351623535
refrigerator,Hotel Properties,0.7977464199066162
refrigerator,Hotel Properties,0.7977464199066162
refrigerator,Hotel Properties,0.7977464199066162
stable,Bath and Shower,0.7977259159088135
mule,Casinos & Gambling,0.7977083921432495
tool,Cooking,0.7976924777030945
bust,Movies,0.7976635098457336
stable,Houses,0.7976338863372803
building,Home & Garden,0.7975506782531738
screen,Card Games,0.7975308299064636
cradle,Home & Garden,0.7974928021430969
screen,Hotel Properties,0.7974550127983093
building,Bars & Restaurants,0.7974152565002441
silence,Theater Venues and Events,0.7974130511283875
crane,Prom,0.7973942756652832
blues,Music and Audio,0.797387421131134
rocket,Movies,0.7973871827125549
dairy,Movies,0.7973811030387878
coconut,Dogs,0.7973639965057373
stool,Women's Handbags and Wallets,0.797360897064209
coast,Beach Travel,0.797321617603302
coast,Beach Travel,0.797321617603302
bubble,Bath and Shower,0.7973089814186096
cattle,Land and Farms,0.7973007559776306
cattle,Land and Farms,0.7973007559776306
bust,Games and Puzzles,0.7972873449325562
pear,Home & Garden,0.7972544431686401
stable,Land and Farms,0.797248125076294
furniture,Fitness and Exercise,0.7972392439842224
worm,Comedy Events,0.7972331643104553
library,Movies,0.7972108721733093
opera,Movies,0.7970470786094666
toy,Casinos & Gambling,0.7970470190048218
trousers,Games and Puzzles,0.797029972076416
outside,Children's Games and Toys,0.7970249056816101
outside,Children's Games and Toys,0.7970249056816101
scrape,Zoos & Aquariums,0.7970043420791626
hook,Movies,0.797002375125885
barn,Malls & Shopping Centers,0.7969928979873657
barn,Malls & Shopping Centers,0.7969928979873657
comfort,Hotel Properties,0.7969601154327393
speaker,Land and Farms,0.7969493269920349
spindle,Movies,0.7969338893890381
pole_vault,Coupe,0.7968757152557373
dessert,Malls & Shopping Centers,0.7967777848243713
velvet,Zoos & Aquariums,0.7967730164527893
toy,Musical Instruments,0.7967681288719177
television,Comedy Events,0.7967599034309387
television,Comedy Events,0.7967599034309387
television,Comedy Events,0.7967599034309387
television,Comedy Events,0.7967599034309387
barrel,Home & Garden,0.7967398166656494
barrel,Home & Garden,0.7967398166656494
convenience_store,Prom,0.7966744899749756
kettle,Movies,0.7966641187667847
tap,Bath and Shower,0.7966151237487793
tap,Bath and Shower,0.7966151237487793
container,Children's Games and Toys,0.7965913414955139
scrape,Cats,0.7965894341468811
dyke,Zoos & Aquariums,0.7965726852416992
inside,Retail Industry,0.7965478301048279
inside,Retail Industry,0.7965478301048279
inside,Retail Industry,0.7965478301048279
elephant,Zoos & Aquariums,0.7965338826179504
elephant,Zoos & Aquariums,0.7965338826179504
rub,Concerts & Music Events,0.7965065240859985
mule,Medical Health,0.7964441180229187
cock,Home & Garden,0.7964189648628235
hook,Parks & Nature,0.7964023351669312
pour,Home & Garden,0.7963566780090332
outside,Casinos & Gambling,0.796355128288269
outside,Casinos & Gambling,0.796355128288269
playing_violin,Music and Audio,0.7963536381721497
kettle,Coupe,0.7963339686393738
furniture,Business and Finance,0.7962597608566284
nematode,Children's Games and Toys,0.7962355017662048
barrel,Bars & Restaurants,0.7962215542793274
barrel,Bars & Restaurants,0.7962215542793274
clothing,Hotel Properties,0.7962068319320679
vehicle,Automotive,0.7962020635604858
vehicle,Automotive,0.7962020635604858
dam,Bars & Restaurants,0.7961729168891907
dam,Bars & Restaurants,0.7961729168891907
supermarket,Shopping,0.7961368560791016
banana,Malls & Shopping Centers,0.7961341738700867
banana,Malls & Shopping Centers,0.7961341738700867
banana,Malls & Shopping Centers,0.7961341738700867
mailbox,Women's Handbags and Wallets,0.796128511428833
inside,Birds,0.7961050868034363
inside,Birds,0.7961050868034363
inside,Birds,0.7961050868034363
castle,Casinos & Gambling,0.7960935235023499
castle,Casinos & Gambling,0.7960935235023499
castle,Casinos & Gambling,0.7960935235023499
harmonic,Landscaping,0.7960890531539917
funk,Movies,0.7960716485977173
hamburger,Home & Garden,0.7960571646690369
boot,Sedan,0.7958942651748657
crow,Houses,0.7958868145942688
window_screen,Musical Instruments,0.7958722710609436
marmoset,Beauty,0.7958369851112366
metro,Minivan,0.795825719833374
nematode,Movies,0.7957836985588074
silence,Concerts & Music Events,0.7957368493080139
trousers,Style & Fashion,0.7957329750061035
candy,Malls & Shopping Centers,0.7957234382629395
tool,Birds,0.7957133650779724
file,Cameras and Camcorders,0.7956506013870239
file,Travel,0.795650064945221
drink,Bars & Restaurants,0.7956459522247314
jack,Cameras and Camcorders,0.795642614364624
airplane,Zoos & Aquariums,0.7956386208534241
airplane,Zoos & Aquariums,0.7956386208534241
airplane,Zoos & Aquariums,0.7956386208534241
file,Children's Games and Toys,0.7955780029296875
furniture,Cameras and Camcorders,0.7955671548843384
outside,Travel,0.7955614924430847
outside,Travel,0.7955614924430847
speaker,Birds,0.79550701379776
wine,Bars & Restaurants,0.7954401969909668
scrape,Bars & Restaurants,0.7954171299934387
bomb,Land and Farms,0.7953650951385498
container,Birds,0.7953125834465027
outside,Retail Industry,0.7952910661697388
outside,Retail Industry,0.7952910661697388
tool,Music and Audio,0.7952724099159241
rifle,Women's Handbags and Wallets,0.795247495174408
rifle,Women's Handbags and Wallets,0.795247495174408
drawer,Books and Literature,0.7952412366867065
ironing,Men's Formal Wear,0.7951822280883789
inside,Cats,0.7951627373695374
inside,Cats,0.7951627373695374
inside,Cats,0.7951627373695374
shed,Sedan,0.7951245307922363
goat,Card Games,0.7951210737228394
goat,Card Games,0.7951210737228394
cart,Van,0.7951008677482605
rocker,Malls & Shopping Centers,0.7950957417488098
lizard,Home & Garden,0.7950669527053833
tower,Children's Games and Toys,0.795028567314148
tower,Children's Games and Toys,0.795028567314148
rubber,Beauty,0.7949829697608948
desk,Zoos & Aquariums,0.7949551343917847
desk,Zoos & Aquariums,0.7949551343917847
courtyard,Home & Garden,0.7949039936065674
dam,Zoos & Aquariums,0.7948955297470093
dam,Zoos & Aquariums,0.7948955297470093
stable,Bars & Restaurants,0.7948285341262817
altar,Holiday Shopping,0.794817328453064
smash,Malls & Shopping Centers,0.7948147058486938
toy,Polar Travel,0.7948077917098999
container,Women's Jewelry and Watches,0.7948027849197388
toy,Houses,0.7947868704795837
bowl,Bars & Restaurants,0.794781506061554
bowl,Bars & Restaurants,0.794781506061554
hook,Beauty,0.7947487235069275
bomb,Polar Travel,0.7946906089782715
park,Pets,0.7946891784667969
bust,Bars & Restaurants,0.7946775555610657
tea,Musical Instruments,0.7945858836174011
dessert,Land and Farms,0.7945678234100342
cellphone,Deodorant and Antiperspirant,0.7945588231086731
candle,Malls & Shopping Centers,0.794503390789032
candle,Malls & Shopping Centers,0.794503390789032
furniture,Medical Health,0.7944895029067993
fireplace,Camping,0.7944149971008301
furniture,Polar Travel,0.7944023609161377
desk,Theater Venues and Events,0.7944018840789795
desk,Theater Venues and Events,0.7944018840789795
bowling,Prom,0.7943874597549438
mail,Business and Finance,0.7943828105926514
chest,Children's Games and Toys,0.7943764328956604
furniture,Real Estate,0.7942907214164734
weapon,Houses,0.7942220568656921
yard,Malls & Shopping Centers,0.7942043542861938
bullet,Zoos & Aquariums,0.7941921949386597
shield,Birds,0.7941116690635681
highway,Zoos & Aquariums,0.7940927743911743
file,Theater Venues and Events,0.7940506339073181
cradle,Casinos & Gambling,0.7940385341644287
box_turtle,Prom,0.79402095079422
window,Home & Garden,0.7939990758895874
dam,Concerts & Music Events,0.7939932346343994
dam,Concerts & Music Events,0.7939932346343994
opera,Zoos & Aquariums,0.7939904928207397
flag,Movies,0.7939763069152832
park,Bars & Restaurants,0.7939006090164185
container,Oral care,0.793885350227356
tap,Women's Handbags and Wallets,0.7938764095306396
tap,Women's Handbags and Wallets,0.7938764095306396
mule,Musical Instruments,0.7938670516014099
scrape,Women's Handbags and Wallets,0.7937341332435608
belt,Fitness and Exercise,0.7937337160110474
juice,Casinos & Gambling,0.7936754822731018
blues,Movies,0.7936304211616516
lily,Zoos & Aquariums,0.7936056852340698
tea,Women's Handbags and Wallets,0.7936042547225952
doughnut,Zoos & Aquariums,0.7935676574707031
shield,Gardening,0.7935649752616882
clothing,Malls & Shopping Centers,0.7935457229614258
dam,Card Games,0.7935436964035034
dam,Card Games,0.7935436964035034
furniture,Makeup and Accessories,0.7934993505477905
toilet,Bars & Restaurants,0.793474555015564
toilet,Bars & Restaurants,0.793474555015564
sneeze,Bath and Shower,0.7934672236442566
closet,Casinos & Gambling,0.7934500575065613
closet,Casinos & Gambling,0.7934500575065613
closet,Casinos & Gambling,0.7934500575065613
stable,Cooking,0.7933615446090698
chemistry_lab,Events and Attractions,0.793360710144043
sky,Birds,0.7933305501937866
skateboard,Children's Games and Toys,0.7933188676834106
skateboard,Children's Games and Toys,0.7933188676834106
skateboard,Children's Games and Toys,0.7933188676834106
canary,Birds,0.7932634949684143
pear,Zoos & Aquariums,0.7932296991348267
furniture,Wedding,0.7932072281837463
park,Cats,0.7931989431381226
trousers,Malls & Shopping Centers,0.793196976184845
screw,Games and Puzzles,0.7931925058364868
tap,Home & Garden,0.7931838631629944
tap,Home & Garden,0.7931838631629944
wallet,Birds,0.7931809425354004
chewing,Minivan,0.7931575775146484
cradle,Malls & Shopping Centers,0.7931464910507202
vulture,Hobbies & Interests,0.7931448221206665
tea,Children's Games and Toys,0.7931078672409058
valley,Movies,0.7930285334587097
valley,Movies,0.7930285334587097
reading_book,Home & Garden,0.7929857969284058
basement,Houses,0.7929671406745911
cream,Malls & Shopping Centers,0.7929408550262451
puff,Women's Handbags and Wallets,0.7929348945617676
speaker,Bath and Shower,0.7929020524024963
stool,Land and Farms,0.792891800403595
chisel,Movies,0.7928879857063293
mug,Casinos & Gambling,0.7928419709205627
caterpillar,Bars & Restaurants,0.7928255796432495
mosquito,Women's Jewelry and Watches,0.7928052544593811
using_computer,Coupe,0.7927919626235962
oven,Cooking,0.7927307486534119
oven,Cooking,0.7927307486534119
furniture,Education,0.7926997542381287
tire,Women's Handbags and Wallets,0.7926930785179138
hospital_room,Retail Property,0.7926017642021179
automatic_teller_machine,Retail Property,0.7925982475280762
porch,Movies,0.7925453186035156
porch,Movies,0.7925453186035156
speaker,Fitness and Exercise,0.7925345301628113
tool,Casinos & Gambling,0.7925193905830383
crane,Zoos & Aquariums,0.7925162315368652
reading_book,Sedan,0.7925024628639221
scrape,Land and Farms,0.7924813032150269
cacophony,Minivan,0.792479395866394
nematode,Zoos & Aquariums,0.7924765944480896
piano,Concerts & Music Events,0.7924267649650574
piano,Concerts & Music Events,0.7924267649650574
quill,Zoos & Aquariums,0.7924249172210693
bomb,Air Travel,0.7924222350120544
walking_stick,Retail Property,0.7923818230628967
butterfly,Shopping,0.7923661470413208
bullet,Women's Handbags and Wallets,0.7923439145088196
speaker,Children's Games and Toys,0.7923383116722107
inside,Houses,0.7923082709312439
inside,Houses,0.7923082709312439
inside,Houses,0.7923082709312439
sailboat,Beauty,0.792283833026886
inside,Cooking,0.7922719120979309
inside,Cooking,0.7922719120979309
inside,Cooking,0.7922719120979309
violin,Music and Audio,0.7922692894935608
violin,Music and Audio,0.7922692894935608
violin,Music and Audio,0.7922692894935608
stool,Bath and Shower,0.792265772819519
tea,Card Games,0.7922544479370117
glasses,Malls & Shopping Centers,0.7921672463417053
snail,Hotel Properties,0.792131245136261
snail,Hotel Properties,0.792131245136261
jack,Women's Handbags and Wallets,0.7920656800270081
singing,Concerts & Music Events,0.7920414209365845
singing,Concerts & Music Events,0.7920414209365845
eatery,Bars & Restaurants,0.7920348644256592
rocker,Coupe,0.7920180559158325
cocktail,Sports,0.7919588088989258
mail,Home & Garden,0.7919505834579468
shed,Bars & Restaurants,0.7919414639472961
sailing,Travel,0.7919041514396667
chair,Oral care,0.7918738126754761
chair,Oral care,0.7918738126754761
trousers,Home & Garden,0.7917373776435852
cock,Theater Venues and Events,0.7917278409004211
shirt,Casinos & Gambling,0.7917242050170898
belly_laugh,Hobbies & Interests,0.7917139530181885
grape,Land and Farms,0.7915961146354675
desk,Games and Puzzles,0.7915822863578796
desk,Games and Puzzles,0.7915822863578796
coconut,Barbecues and Grilling,0.7915602326393127
arrow,Casinos & Gambling,0.7915254235267639
candle,Women's Handbags and Wallets,0.7914954423904419
candle,Women's Handbags and Wallets,0.7914954423904419
doll,Home & Garden,0.7914233207702637
barn,Pets,0.791417121887207
barn,Pets,0.791417121887207
speaker,Bars & Restaurants,0.7913497686386108
container,Women's Handbags and Wallets,0.7913489937782288
crate,Zoos & Aquariums,0.7913002967834473
dam,Home & Garden,0.7912893891334534
dam,Home & Garden,0.7912893891334534
bust,Theater Venues and Events,0.7912871837615967
mule,Cameras and Camcorders,0.7912346720695496
skydiving,Events and Attractions,0.7911750674247742
balloon,Children's Games and Toys,0.7911616563796997
balloon,Children's Games and Toys,0.7911616563796997
tennis_racket,Auto Body Styles,0.7911107540130615
tennis_racket,Auto Body Styles,0.7911107540130615
space_bar,Coupe,0.7911010980606079
yard,Land and Farms,0.7910929918289185
drawing,Home & Garden,0.7910900115966797
playing_poker,Movies,0.7910852432250977
willow,Retail Industry,0.7910670042037964
juice,Bath and Shower,0.7910655736923218
tap,Movies,0.7910481691360474
tap,Movies,0.7910481691360474
yard,Hotel Properties,0.7910047173500061
cock,Music and Audio,0.7909834384918213
chewing,Auto Body Styles,0.790980339050293
wallet,Houses,0.7909258604049683
pop,Casinos & Gambling,0.7909135818481445
shed,Education industry,0.7909030914306641
cock,Zoos & Aquariums,0.7908856868743896
lizard,Zoos & Aquariums,0.790885329246521
container,Musical Instruments,0.7908783555030823
mule,Fitness and Exercise,0.7908660173416138
bittern,Beauty,0.7908435463905334
rocker,Theater Venues and Events,0.7908328771591187
basketball,Fitness and Exercise,0.7908188700675964
bookstore,Malls & Shopping Centers,0.7907974123954773
bookstore,Malls & Shopping Centers,0.7907974123954773
chair,Hotel Properties,0.7907859086990356
chair,Hotel Properties,0.7907859086990356
mule,Sports,0.7907532453536987
dam,Musical Instruments,0.7907274961471558
dam,Musical Instruments,0.7907274961471558
frog,Malls & Shopping Centers,0.7907240390777588
frog,Malls & Shopping Centers,0.7907240390777588
tool,Games and Puzzles,0.7907154560089111
juice,Retail Industry,0.790698230266571
carriage,Zoos & Aquariums,0.7906636595726013
propeller,Land and Farms,0.7906522154808044
jack,Malls & Shopping Centers,0.7906402945518494
bomb,Casinos & Gambling,0.790637195110321
basement,Home & Garden,0.7906113862991333
pail,Beach Travel,0.7906110882759094
tool,Style & Fashion,0.7905839085578918
inside,Sedan,0.7905636429786682
inside,Sedan,0.7905636429786682
inside,Sedan,0.7905636429786682
coast,Malls & Shopping Centers,0.7905059456825256
coast,Malls & Shopping Centers,0.7905059456825256
file,Bars & Restaurants,0.7904983758926392
sneeze,Home & Garden,0.7904756665229797
ice_cream,Malls & Shopping Centers,0.7904704809188843
ice_cream,Malls & Shopping Centers,0.7904704809188843
sneeze,Movies,0.7904667258262634
tire,Land and Farms,0.7904638648033142
toilet,Hotel Properties,0.7904528975486755
toilet,Hotel Properties,0.7904528975486755
bust,Makeup and Accessories,0.7904314398765564
indoor_gymnasium,Tablets and E-readers,0.7904057502746582
candle,Birds,0.7904006838798523
candle,Birds,0.7904006838798523
mosquito,Card Games,0.790329098701477
vegetable_garden,Movies,0.7903182506561279
barge,Malls & Shopping Centers,0.7903071641921997
smash,Casinos & Gambling,0.7903058528900146
vegetable_garden,Land and Farms,0.7903052568435669
coconut,Hotel Properties,0.7902961373329163
country,Land and Farms,0.7902835011482239
tool,Books and Literature,0.7902249097824097
furniture,Space and Astronomy,0.7902206182479858
stool,Theater Venues and Events,0.7901808023452759
hack,Shopping,0.7901763916015625
bullet,Land and Farms,0.7901607155799866
toy,Theater Venues and Events,0.7901445031166077
trickle,Zoos & Aquariums,0.7901182770729065
crying,Parks & Nature,0.7901074290275574
crying,Parks & Nature,0.7901074290275574
cradle,Zoos & Aquariums,0.7900981307029724
mule,Bath and Shower,0.7900946736335754
outside,Dogs,0.7900331020355225
outside,Dogs,0.7900331020355225
pets,Dogs,0.79002445936203
file,Board Games and Puzzles,0.7899942994117737
berth,Malls & Shopping Centers,0.7899873852729797
desk,Malls & Shopping Centers,0.7899695038795471
desk,Malls & Shopping Centers,0.7899695038795471
camera,Zoos & Aquariums,0.7899497151374817
camera,Zoos & Aquariums,0.7899497151374817
pour,Birds,0.7899419069290161
bust,Television,0.7899196743965149
outside,Concerts & Music Events,0.7899034023284912
outside,Concerts & Music Events,0.7899034023284912
hospital,Prom,0.789890706539154
metro,Movies,0.7898803353309631
pop_music,Music and Audio,0.7898728847503662
screw,Home & Garden,0.7898390889167786
closet,Birds,0.7898375988006592
closet,Birds,0.7898375988006592
closet,Birds,0.7898375988006592
castle,Malls & Shopping Centers,0.7898299694061279
castle,Malls & Shopping Centers,0.7898299694061279
castle,Malls & Shopping Centers,0.7898299694061279
doughnut,Hotel Properties,0.7898247241973877
caterpillar,Cameras and Camcorders,0.7898234724998474
hospital,Oral care,0.7898129820823669
weasel,Malls & Shopping Centers,0.789759635925293
crack,Casinos & Gambling,0.7897476553916931
tool,Land and Farms,0.7897419333457947
cock,Retail Industry,0.7897360920906067
drum_and_bass,Pets,0.7897332310676575
street,Malls & Shopping Centers,0.7897209525108337
blues,Houses,0.789708137512207
typewriter,Beauty,0.7896974086761475
shirt,Women's Handbags and Wallets,0.7896926403045654
vegetable_garden,Zoos & Aquariums,0.7896872162818909
caterpillar,Dogs,0.7896855473518372
mailbox,Home & Garden,0.7896789908409119
caterpillar,Theater Venues and Events,0.7896702885627747
weapon,Women's Handbags and Wallets,0.7896464467048645
doll,Birds,0.7896299362182617
mule,Retail Industry,0.7896254658699036
rooster,Movies,0.7896199226379395
stool,Movies,0.7896136045455933
yard,Birds,0.7895987033843994
echo,Malls & Shopping Centers,0.7895647883415222
bomb,Oral care,0.7895532846450806
building,Theater Venues and Events,0.7895417809486389
drawer,Zoos & Aquariums,0.7895122170448303
pour,Bars & Restaurants,0.7895111441612244
barrel,Zoos & Aquariums,0.789496898651123
barrel,Zoos & Aquariums,0.789496898651123
berth,Birds,0.7894822955131531
entertainment_center,Pets,0.7894722819328308
outside,Air Travel,0.789471447467804
outside,Air Travel,0.789471447467804
ding,Comedy Events,0.789432168006897
juice,Prom,0.7894318699836731
cocktail,Zoos & Aquariums,0.7893888354301453
speaker,Cats,0.789375364780426
website,Zoos & Aquariums,0.7893577814102173
bedroom,Theater Venues and Events,0.789347767829895
rub,Polar Travel,0.7893118858337402
yard,Zoos & Aquariums,0.7893072962760925
tea,Travel,0.7892647385597229
drawer,Bars & Restaurants,0.7892590165138245
playing_harp,Comedy Events,0.7892581820487976
trousers,Oral care,0.789256751537323
clothing,Fitness and Exercise,0.7892360687255859
squirrel,Zoos & Aquariums,0.7892326712608337
pour,Travel,0.7892159819602966
beaver,Events and Attractions,0.7892098426818848
rattle,Musical Instruments,0.789206326007843
toy,Games and Puzzles,0.7891949415206909
basketball,Zoos & Aquariums,0.7891942858695984
screwdriver,Bars & Restaurants,0.7891876697540283
screwdriver,Bars & Restaurants,0.7891876697540283
pour,Zoos & Aquariums,0.789164125919342
outside,Barbecues and Grilling,0.7891523838043213
outside,Barbecues and Grilling,0.7891523838043213
hook,Shaving,0.7891198992729187
desk,Travel,0.7891070246696472
desk,Travel,0.7891070246696472
bullet,Hotel Properties,0.7891056537628174
thimble,Zoos & Aquariums,0.7890666127204895
clothing,Home & Garden,0.7890506386756897
opera,Houses,0.7890227437019348
snowboarding,Land and Farms,0.7890221476554871
shield,Land and Farms,0.7890214323997498
tower,Home & Garden,0.7890135049819946
tower,Home & Garden,0.7890135049819946
reading_book,Musical Instruments,0.7889651656150818
inside,Children's Games and Toys,0.7889650464057922
inside,Children's Games and Toys,0.7889650464057922
inside,Children's Games and Toys,0.7889650464057922
rub,Cooking,0.7889646291732788
outside,Land and Farms,0.7889496088027954
outside,Land and Farms,0.7889496088027954
stable,Casinos & Gambling,0.788940966129303
stable,Dogs,0.7889342904090881
pop,Birds,0.7888744473457336
fireplace,Women's Handbags and Wallets,0.7888572216033936
rub,Games and Puzzles,0.7888296246528625
using_computer,Zoos & Aquariums,0.7888180017471313
opera,Casinos & Gambling,0.7887881398200989
furniture,Automotive,0.7887841463088989
screen,Birds,0.7887647747993469
cannon,Malls & Shopping Centers,0.7887411117553711
cannon,Malls & Shopping Centers,0.7887411117553711
jack,Houses,0.7887187004089355
tool,Women's Handbags and Wallets,0.7886892557144165
belt,Casinos & Gambling,0.7886406183242798
silence,Home & Garden,0.7886303663253784
chair,Sedan,0.7885294556617737
chair,Sedan,0.7885294556617737
fireplace,Malls & Shopping Centers,0.7885249853134155
rub,Bath and Shower,0.7885205149650574
toy,Bath and Shower,0.7885144352912903
chest,Malls & Shopping Centers,0.7884831428527832
bed,Home & Garden,0.7884822487831116
bed,Home & Garden,0.7884822487831116
doughnut,Movies,0.7884678840637207
highway,Land and Farms,0.7884296774864197
highway,Travel,0.7884199023246765
bust,Cooking,0.7883791923522949
stool,Music and Audio,0.7883788347244263
castle,Bars & Restaurants,0.7883498668670654
castle,Bars & Restaurants,0.7883498668670654
castle,Bars & Restaurants,0.7883498668670654
caterpillar,Travel,0.7883474230766296
wing,Malls & Shopping Centers,0.7883358001708984
mail,Land and Farms,0.7882925868034363
mule,Movies,0.7882782816886902
belt,Malls & Shopping Centers,0.7882640957832336
pond,Zoos & Aquariums,0.7882619500160217
trousers,Birds,0.7882562279701233
stool,Oral care,0.7882538437843323
file,Fitness and Exercise,0.7882451415061951
coffee_table,Home & Garden,0.7882345914840698
tool,Bath and Shower,0.7882257699966431
basement,Zoos & Aquariums,0.7881686687469482
sneeze,Travel,0.7881039381027222
closet,Women's Handbags and Wallets,0.7880865931510925
closet,Women's Handbags and Wallets,0.7880865931510925
closet,Women's Handbags and Wallets,0.7880865931510925
beaver,Dogs,0.7880804538726807
inside,Theater Venues and Events,0.788080096244812
inside,Theater Venues and Events,0.788080096244812
inside,Theater Venues and Events,0.788080096244812
pizzeria,Bars & Restaurants,0.7880311012268066
rabbit,Land and Farms,0.7879852652549744
candle,Books and Literature,0.7879589200019836
candle,Books and Literature,0.7879589200019836
airplane,Malls & Shopping Centers,0.7879319190979004
airplane,Malls & Shopping Centers,0.7879319190979004
airplane,Malls & Shopping Centers,0.7879319190979004
tower,Casinos & Gambling,0.7878997921943665
tower,Casinos & Gambling,0.7878997921943665
whale,Events and Attractions,0.7878580093383789
bullet,Children's Games and Toys,0.7878479361534119
chair,Bars & Restaurants,0.7878429293632507
chair,Bars & Restaurants,0.7878429293632507
screen,Women's Jewelry and Watches,0.7878174185752869
rubber,Casinos & Gambling,0.7878163456916809
rub,Beach Travel,0.7878079414367676
furniture,Barbecues and Grilling,0.7877568602561951
sword,Movies,0.7877472043037415
picnic_basket,Card Games,0.7877334952354431
rub,Movies,0.787732720375061
fox,Movies,0.7877187728881836
bee,Birds,0.7876774072647095
bee,Birds,0.7876774072647095
bee,Birds,0.7876774072647095
dishes,Convertible,0.7876667380332947
furniture,Technology & Computing,0.7876487374305725
pharmacy,Houses,0.7876483201980591
container,Cooking,0.7876306176185608
singing,Malls & Shopping Centers,0.7876238822937012
singing,Malls & Shopping Centers,0.7876238822937012
screw,Bars & Restaurants,0.7876132130622864
comfort,Malls & Shopping Centers,0.787560224533081
desk,Board Games and Puzzles,0.7875440716743469
desk,Board Games and Puzzles,0.7875440716743469
waiting_in_line,Coupe,0.7875431776046753
park,Movies,0.7875140905380249
skateboard,Houses,0.7874894142150879
skateboard,Houses,0.7874894142150879
skateboard,Houses,0.7874894142150879
tower,Birds,0.7874662280082703
tower,Birds,0.7874662280082703
hamburger,Bars & Restaurants,0.7874440550804138
caterpillar,Bath and Shower,0.7874353528022766
bullet,Home & Garden,0.7874327898025513
file,Bath and Shower,0.7874150276184082
basement,Women's Handbags and Wallets,0.7874027490615845
pop,Zoos & Aquariums,0.7873737215995789
pole,Malls & Shopping Centers,0.7873680591583252
basketball,Travel,0.7873453497886658
rifle,Convertible,0.7873342633247375
rifle,Convertible,0.7873342633247375
mask,Zoos & Aquariums,0.7873339653015137
