,item,predictions,cosine_predicted
6164,computer monitor,Tablets and E-readers,0.8133023934888743
6165,computer monitor,Home Appliances,0.804386169925969
6166,computer monitor,Cameras and Camcorders,0.8031671244126485
6167,computer room,Laptops,0.847230816601483
6168,computer room,Desktops,0.8452091708792535
6169,computer room,Technology & Computing,0.8386985594614911
6170,computer room,Video Gaming,0.8285161896009574
6171,computer room,Office Property,0.8206920690010148
6172,computer room,Consumer Electronics,0.8087164217314089
6173,computer room,Smart Home,0.8040089542374615
6174,computer room,Board Games and Puzzles,0.8014109572065428
6175,computer room,Home Appliances,0.8007531415091538
6176,computer room,Space and Astronomy,0.8002625414734039
6177,computer room,Real Estate,0.7672630104965663
6178,computer screen,Desktops,0.8667761313419704
6179,computer screen,Laptops,0.862468201824852
6180,computer screen,Television,0.8551984294405651
6181,computer screen,Consumer Electronics,0.8478397594914254
6182,computer screen,Video Gaming,0.8474125738487395
6183,computer screen,Technology & Computing,0.8436741435666497
6184,computer screen,Smartphones,0.8403940953948418
6185,computer screen,Tablets and E-readers,0.8277029182121555
6186,computer screen,Home Appliances,0.8094080509332795
6187,computer screen,Cameras and Camcorders,0.8080065845138559
6188,computer screen,Music and Audio,0.8078003985461769
6189,computer screen,Auto Type,0.8046828081324946
6190,computer screen,Technology Industry,0.8040246418063108
6191,computer screen,Home Security,0.8000139704235831
6192,computer screen,Smart Home,0.7999482920142944
6193,computer tower,Laptops,0.8792710397826031
6194,computer tower,Desktops,0.8612050014620208
6195,computer tower,Technology & Computing,0.8419558472299491
6196,computer tower,Consumer Electronics,0.8285634738868728
6197,computer tower,Video Gaming,0.8187362658332766
6198,computer tower,Home Appliances,0.8047817139550124
6199,concept car,Luxury Cars,0.8259606567433888
6200,concept car,Convertible,0.8189112018383844
6201,concept car,Green Vehicles,0.8146824843711578
6202,concept car,Auto Shows,0.8121781570280882
6203,concept car,Auto Type,0.8117796094982501
6204,concept car,Auto Body Styles,0.8032734450655541
6205,concept car,Commercial Trucks,0.8013925910159103
6206,concept car,Automotive,0.8017397353119328
6207,concert,Prom,0.869813246886111
6208,concert,Concerts & Music Events,0.8546440058643832
6209,concert,Sports,0.85184760142883
6210,concert,Shopping,0.84435254816591
6211,concert,Travel,0.8442584552994408
6212,concert,Movies,0.8402963724454485
6213,concert,Dating,0.8367786633970321
6214,concert,Education,0.8321550025778168
6215,concert,Wedding,0.8315683139952199
6216,concert,Convertible,0.8294859089057738
6217,concert,Science,0.8281779782762995
6218,concert,Comedy Events,0.8243103684955703
6219,concert,Beauty,0.8220385275630406
6220,concert,Camping,0.8187423739661267
6221,concert,Fashion Events,0.8186847389483012
6222,concert hall,Concerts & Music Events,0.8591114420001998
6223,concert hall,Theater Venues and Events,0.8577080445591186
6224,concert hall,Museums & Galleries,0.8368632182023341
6225,concert hall,Cinemas and Events,0.8315060134087666
6226,concert hall,Comedy Events,0.828770542901464
6227,concert hall,Fashion Events,0.8197198552178815
6228,concert hall,Musical Instruments,0.81572012598164
6229,concert hall,Events and Attractions,0.8143368718380567
6230,concert hall,Awards Shows,0.8078634221169514
6231,concert hall,Zoos & Aquariums,0.8072036085833337
6232,concert hall,Bars & Restaurants,0.8025055493727243
6233,concert hall,Malls & Shopping Centers,0.8020215089449094
6234,concert hall,Hotel Properties,0.798237067474571
6235,conch,Beach Travel,0.7997856692665093
6236,conch,Travel,0.7903619411787519
6237,concrete,Remodeling & Construction,0.8027573362770879
6238,concrete,Home & Garden,0.7827342810572928
6239,condiment,Food & Drink,0.7998192759293381
6240,condiment,Perfume and Fragrance,0.7985874839733504
6241,condiment,Beauty,0.780192021786046
6242,condom,Shaving,0.8008907737772306
6243,condominium,Apartments,0.8800693715012611
6244,condominium,Office Property,0.8452069094631911
6245,condominium,Real Estate,0.8387760174111203
6246,condominium,Houses,0.8319393978521312
6247,condominium,Retail Property,0.8280656332295726
6248,condominium,Remodeling & Construction,0.8160369553693578
6249,condominium,Hotel Properties,0.8159815727492736
6250,condominium,Home Improvement,0.8026954297738482
6251,condominium,Home Appliances,0.7999725643444434
6252,conductor,Convertible,0.8077207394018183
6253,conductor,Automotive,0.7797171585203901
6254,cone,Convertible,0.8438336931411795
6255,cone,Coupe,0.831448527545816
6256,cone,Beauty,0.8296252080855443
6257,cone,Travel,0.8217538341245413
6258,cone,Prom,0.8181748606983581
6259,cone,Motorcycles,0.7983088195793407
6260,cone,Automotive,0.7873734466205359
6261,cone,Auto Body Styles,0.7761796877271505
6262,cone,Style & Fashion,0.7818609097363184
6263,cone,Events and Attractions,0.7708944595032611
6264,meeting,Dating,0.8630592926966449
6265,meeting,Shopping,0.8413576894922312
6266,meeting,Travel,0.8309578817216254
6267,meeting,Movies,0.8302909556110023
6268,meeting,Wedding,0.8298258974087407
6269,meeting,Prom,0.8223701751652912
6270,meeting,Beauty,0.8208259573522062
6271,meeting,Sports,0.8201646805622982
6272,meeting,Dining Out,0.8192949381764557
6273,meeting,Camping,0.8186981475732141
6274,meeting,Fashion Events,0.812696875106306
6275,meeting,Comedy Events,0.8032042962542804
6276,meeting,Religious Events,0.8008732328667131
6277,meeting,Concerts & Music Events,0.8007701935298472
6278,meeting,Family and Relationships,0.799783818119486
6279,conference center,Theater Venues and Events,0.8398825277088664
6280,conference center,Cinemas and Events,0.8205011854882315
6281,conference center,Office Property,0.8204359079992344
6282,conference center,Malls & Shopping Centers,0.819685126470941
6283,conference center,Events and Attractions,0.8167987290781831
6284,conference center,Fashion Events,0.8152888103243494
6285,conference center,Comedy Events,0.8145631110236468
6286,conference center,Concerts & Music Events,0.8126778213200062
6287,conference center,Hotel Properties,0.8064941061502078
6288,conference center,Museums & Galleries,0.8064119700202546
6289,conference center,Travel Locations,0.8061491939866112
6290,conference center,Hotels and Motels,0.7985308904469889
6291,conference center,Zoos & Aquariums,0.7976942630746389
6292,conference center,Real Estate,0.777871795815829
6293,conference hall,Theater Venues and Events,0.8246603535809105
6294,conference hall,Office Property,0.8203724318476495
6295,conference hall,Cinemas and Events,0.8120728096003731
6296,conference hall,Fashion Events,0.8106973522947452
6297,conference hall,Comedy Events,0.8080610216022983
6298,conference hall,Hotel Properties,0.8064975938372791
6299,conference hall,Events and Attractions,0.8047243382594181
6300,conference hall,Museums & Galleries,0.8037699108227683
6301,conference hall,Awards Shows,0.8018128990687792
6302,conference hall,Concerts & Music Events,0.8003669001907874
6303,conference hall,Real Estate,0.7713711972842592
6304,meeting room,Office Property,0.838230514351143
6305,meeting room,Theater Venues and Events,0.8216971150357137
6306,meeting room,Hotel Properties,0.8084137132822771
6307,meeting room,Cinemas and Events,0.8077184901913531
6308,meeting room,Museums & Galleries,0.8046654604410018
6309,meeting room,Hotels and Motels,0.8009174285498912
6310,meeting room,Home Entertaining,0.8007770102060021
6311,meeting room,Events and Attractions,0.8000209746631365
6312,meeting room,Travel Locations,0.7984031000638773
6313,meeting room,Real Estate,0.7796677918258187
6314,confetti,Wedding,0.8197497276474227
6315,confetti,Graduation,0.8185418643656699
6316,confetti,Fashion Events,0.8134328130857644
6317,confetti,Makeup and Accessories,0.8030273000656835
6318,confetti,Personal Celebrations & Life Events,0.7997131171487956
6319,confetti,Events and Attractions,0.7886296419632185
6320,confetti,Style & Fashion,0.7715854180376935
6321,confetti,Beauty,0.7998732901765657
6322,conflict,Wedding,0.8024195489214874
6323,confluence,Graduation,0.8080607631018765
6324,confluence,Events and Attractions,0.7718488148262542
6325,connect,Convertible,0.8267268893160502
6326,connect,Automotive,0.7697333058077162
6327,connector,Convertible,0.8399353526139219
6328,connector,Travel,0.821056814908775
6329,connector,Automotive,0.7680999998895448
6330,conservatory,Gardening,0.8286222662476893
6331,conservatory,Museums & Galleries,0.8204870705705805
6332,conservatory,Zoos & Aquariums,0.8195216153724488
6333,conservatory,Parks & Nature,0.8048614660611098
6334,conservatory,Home & Garden,0.8109705391839304
6335,conservatory,Events and Attractions,0.7727786706368565
6336,constellation,Space and Astronomy,0.8277613881631112
6337,constellation,Science,0.7970725473035337
6338,construction site,Remodeling & Construction,0.849227448322283
6339,construction site,Landscaping,0.8348466714791375
6340,construction site,Office Property,0.823464442916094
6341,construction site,Home Improvement,0.8102965691249765
6342,construction site,Land and Farms,0.8064851780546989
6343,construction site,Commercial Trucks,0.8063347530690481
6344,construction site,Retail Property,0.8050064722200032
6345,construction site,Real Estate,0.7999518365843817
6346,construction site,Home & Garden,0.8039053977500481
6347,construction worker,Remodeling & Construction,0.8479008327841987
6348,construction worker,Home Improvement,0.8185567687084706
6349,construction worker,Commercial Trucks,0.8032356751436066
6350,construction worker,Home & Garden,0.7886622109347026
6351,construction worker,Automotive,0.7804209463979978
6352,contain,Convertible,0.8223653849703867
6353,container,Convertible,0.8514399819051726
6354,container,Commercial Trucks,0.8031583216096683
6355,container,Van,0.7993027019310568
6356,container,Automotive,0.7903765948931107
6357,container,Auto Body Styles,0.7662780115444072
6358,container ship,Cruises,0.8613963950040965
6359,container ship,Commercial Trucks,0.844925970260668
6360,container ship,Logistics and Transportation Industry,0.8156808886350055
6361,container ship,Air Travel,0.805368105357073
6362,container ship,Pickup Trucks,0.8048485845287343
6363,container ship,Green Vehicles,0.8020507234382006
6364,container ship,Travel,0.7927532575238565
6365,container ship,Automotive,0.779467717040496
6366,continent,Travel,0.8440759732937376
6367,continent,Europe Travel,0.8433738161427391
6368,continent,Convertible,0.830456177926705
6369,continent,Africa Travel,0.830352588160725
6370,continent,North America Travel,0.830241175978862
6371,continent,Asia Travel,0.8253394512089844
6372,continent,South America Travel,0.8233751307530894
6373,continent,Beauty,0.8193670158844392
6374,continent,Sports,0.8192107133741475
6375,continent,Education,0.8176457114198058
6376,continent,Travel Locations,0.8100568034075821
6377,continent,Australia and Oceania Travel,0.80915049911851
6378,continent,World Cuisines,0.8082562165050459
6379,continent,Automotive,0.784461352577773
6380,profile,Movies,0.8386170906160616
6381,profile,Beauty,0.8351856051212521
6382,profile,Sports,0.8351426733667621
6383,profile,Shopping,0.8344000332336744
6384,profile,Education,0.8335142255185619
6385,profile,Science,0.8308343527696165
6386,profile,Travel,0.8297739439976204
6387,profile,Dating,0.8275788410281867
6388,profile,Prom,0.8220468372478462
6389,profile,Convertible,0.8184862212828703
6390,profile,Style & Fashion,0.8131570615485559
6391,profile,Hobbies & Interests,0.8103872922311044
6392,profile,Pop Culture,0.8042724173237232
6393,profile,Family and Relationships,0.8008289516001785
6394,profile,Birthday,0.7990360390381739
6395,contract,Prom,0.8473231646006485
6396,contract,Convertible,0.8358300033910097
6397,contract,Travel,0.8198388423946006
6398,contract,Events and Attractions,0.7674786190926262
6399,control,Travel,0.8156602773537994
6400,control tower,Rail Travel,0.7776825875520279
6401,convenience store,Grocery Shopping,0.8410660796055329
6402,convenience store,Shopping,0.8266883308700859
6403,convenience store,Station Wagon,0.8190454910789527
6404,convenience store,Auto Repair,0.8176618832527169
6405,convenience store,Retail Property,0.8137345944462976
6406,convenience store,Malls & Shopping Centers,0.8125678601410407
6407,convenience store,Household Supplies,0.8114852568249207
6408,convenience store,Retail Industry,0.8102397373006234
6409,convenience store,Road-Side Assistance,0.8083676774137963
6410,convenience store,Auto Parts,0.8080185768899665
6411,convenience store,Hotels and Motels,0.8071138852043317
6412,convenience store,Commercial Trucks,0.8027369267142676
6413,convenience store,Auto Rentals,0.7992002330757081
6414,convenience store,Home Improvement,0.7975534070861479
6415,convenience store,Automotive,0.8027428429778067
6416,convention,Fashion Events,0.8050460128909562
6417,convention,Events and Attractions,0.7937786204373407
6418,conversation,Dating,0.8678569614518641
6419,conversation,Travel,0.8485154769371601
6420,conversation,Science,0.8414349655107334
6421,conversation,Shopping,0.8412983206819711
6422,conversation,Education,0.8394495482824494
6423,conversation,Beauty,0.8348544641660466
6424,conversation,Movies,0.8317228021409679
6425,conversation,Sports,0.831561090066242
6426,conversation,Convertible,0.8287574268541281
6427,conversation,Prom,0.8277104094297556
6428,conversation,Family and Relationships,0.8051225495632881
6429,conversation,Birthday,0.7999363438321205
6430,converter,Convertible,0.9075016409629726
6431,converter,Travel,0.8322767564558422
6432,converter,Prom,0.8205167153249917
6433,converter,Auto Type,0.8005325584740812
6434,converter,Van,0.7996693177751976
6435,converter,Automotive,0.7964695187601001
6436,converter,Auto Body Styles,0.7662265437509053
6437,convertible,Convertible,0.9077280283872271
6438,convertible,Minivan,0.8442168649718568
6439,convertible,Coupe,0.8435414403870316
6440,convertible,SUV,0.8386518226810723
6441,convertible,Station Wagon,0.8295642516856778
6442,convertible,Automotive,0.8196432225968311
6443,convertible,Green Vehicles,0.819600369243511
6444,convertible,Luxury Cars,0.8173417689689353
6445,convertible,Commercial Trucks,0.8127211734529327
6446,convertible,Pickup Trucks,0.8039628061823924
6447,convertible,Auto Shows,0.8038729453297777
6448,convertible,Auto Type,0.8012509512846611
6449,convertible,Auto Rentals,0.7978235359326769
6450,convertible,Auto Body Styles,0.7860185874336081
6451,transporter,Convertible,0.8311910399448468
6452,transporter,SUV,0.8272718147475626
6453,transporter,Minivan,0.8248423660562489
6454,transporter,Commercial Trucks,0.8094756887267117
6455,transporter,Logistics and Transportation Industry,0.807104871290609
6456,transporter,Pickup Trucks,0.8024353386771214
6457,transporter,Travel Accessories,0.8022342234277018
6458,transporter,Green Vehicles,0.8018718148244673
6459,transporter,Automotive,0.7990772940395915
6460,cook,Cooking,0.8936381976242187
6461,cook,Shopping,0.8348976333609655
6462,cook,Dating,0.830166797089108
6463,cook,Sports,0.8297854455990795
6464,cook,Travel,0.823499621312257
6465,cook,Barbecues and Grilling,0.8233643634769918
6466,cook,Camping,0.8197593907145989
6467,cook,World Cuisines,0.8197277837668379
6468,cook,Science,0.8176633621520875
6469,cook,Food & Drink,0.8113136901389393
6470,cook,Grocery Shopping,0.8109599555209427
6471,cook,Home Appliances,0.8040558145725943
6472,cook,Desserts and Baking,0.8030253898892268
6473,cook,Food Industry,0.8029933237111013
6474,cook,Family and Relationships,0.7738610030989306
6475,cooking,Cooking,0.9719072267905259
6476,cooking,Camping,0.8570308393258135
6477,cooking,Gardening,0.8490577724405752
6478,cooking,Desserts and Baking,0.848709227210583
6479,cooking,Barbecues and Grilling,0.8486981234811826
6480,cooking,Parenting,0.8416571394515027
6481,cooking,Dining Out,0.8413218715183768
6482,cooking,Grocery Shopping,0.8338613142208556
6483,cooking,Shopping,0.8335459823655403
6484,cooking,Shaving,0.8332421500436082
6485,cooking,World Cuisines,0.8328073958544755
6486,cooking,Home Appliances,0.8221072093547519
6487,cooking,Dating,0.8217788799465736
6488,cooking,Home Entertaining,0.8199465952769228
6489,cooking,Sports,0.8198254892140242
6490,cooking spray,Cooking,0.8585881678684317
6491,cooking spray,Home Appliances,0.8094693502024517
6492,cooking spray,Household Supplies,0.8072659192159433
6493,cooking spray,Grocery Shopping,0.8047904453831962
6494,cooking spray,Barbecues and Grilling,0.8021389212326953
6495,cooking spray,Desserts and Baking,0.8005331360219248
6496,cooking spray,Deodorant and Antiperspirant,0.8004756106443315
6497,cooking spray,Food & Drink,0.7676200158644202
6498,cooking spray,Home & Garden,0.7726409978950707
6499,cooking spray,Shopping,0.7838017819702389
6500,cooker,Cooking,0.8807726675396044
6501,cooker,Home Appliances,0.8344582320776082
6502,cooker,World Cuisines,0.8065124107062368
6503,cooker,Barbecues and Grilling,0.8042509548635477
6504,cooker,Desserts and Baking,0.801300282120758
6505,cooker,Consumer Electronics,0.7990758087269788
6506,cooker,Food & Drink,0.7887538596857385
6507,cooker,Home & Garden,0.7853159359424161
6508,cool,Science,0.820929539203512
6509,cool,Shopping,0.8208765797834345
6510,cool,Beauty,0.820340176278491
6511,cool,Healthy Living,0.7998510548330637
6512,cool,Style & Fashion,0.7863532403317023
6513,cooler,Convertible,0.801325626837326
6514,cooler,Automotive,0.7659688966296149
6515,copper,Coupe,0.8070053511572228
6516,copper,Automotive,0.7839338270756533
6517,copy,Convertible,0.8324244562535199
6518,copy,Auto Type,0.7989044860081574
6519,copy,Automotive,0.771683208621392
6520,copy,Auto Body Styles,0.7745160869638339
6521,coral,Zoos & Aquariums,0.7992688914407302
6522,coral reef,Zoos & Aquariums,0.82426268984456
6523,coral reef,Beach Travel,0.8201433963203454
6524,coral reef,Events and Attractions,0.7725999792983728
6525,coral reef,Travel,0.7851196614773762
6526,rope,Coupe,0.794810101600921
6527,rope,Automotive,0.7666599108764335
6528,corded phone,Smartphones,0.815404695516069
6529,corded phone,Consumer Electronics,0.7934567250819402
6530,liquor,Alcoholic Beverages,0.8836186797709399
6531,liquor,Non-Alcoholic Beverages,0.8481054800374095
6532,liquor,Food & Drink,0.8429188555279066
6533,liquor,Perfume and Fragrance,0.8054229337303029
6534,liquor,Books and Literature,0.8004625807624173
6535,liquor,Bars & Restaurants,0.800158618631994
6536,liquor,Style & Fashion,0.7760523303565756
6537,liquor,Beauty,0.7984326984267676
6538,corgi,Dogs,0.8446064141610459
6539,corgi,Cats,0.824743032795334
6540,corgi,Pets,0.8032972101529826
6541,cork,Cruises,0.8011271146995798
6542,cork,Travel,0.7995195904687494
6543,corkboard,Desktops,0.8257939956881774
6544,corkboard,Board Games and Puzzles,0.8058893576062728
6545,corkboard,Technology & Computing,0.7800248340600651
6546,corkboard,Hobbies & Interests,0.7815050379378852
6547,corkboard,Games and Puzzles,0.7845137151319501
6548,cormorant,Birds,0.852155338857383
6549,cormorant,Pets,0.7807342668693141
6550,corn,Beauty,0.8049559837873718
6551,corn field,Land and Farms,0.8163656459985248
6552,corn field,Real Estate,0.7659226368613281
6553,cornbread,Cooking,0.847283458388912
6554,cornbread,Birds,0.8283574640711703
6555,cornbread,Desserts and Baking,0.8271382223809308
6556,cornbread,Beauty,0.8229690807434001
6557,cornbread,Shopping,0.8223582593078298
6558,cornbread,Dating,0.8209904822030013
6559,cornbread,World Cuisines,0.8181613945727697
6560,cornbread,Grocery Shopping,0.8170028594727573
6561,cornbread,Barbecues and Grilling,0.8128361709669015
6562,cornbread,Food & Drink,0.8082530879997465
6563,cornbread,Birthday,0.8071254146497916
6564,cornbread,Food Industry,0.8027703103249515
6565,cornbread,Land and Farms,0.8006900353659928
6566,cornbread,Commercial Trucks,0.799304544530808
6567,cornbread,Home Appliances,0.798900926915168
6568,corner,Beauty,0.8211771997035315
6569,corner,Style & Fashion,0.7720882388823831
6570,trumpet,Musical Instruments,0.8333027089814338
6571,cornice,Graduation,0.804029586140847
6572,cornmeal,Grocery Shopping,0.8076954637868731
6573,cornmeal,Shopping,0.7887366091455794
6574,corral,Large Animals,0.7998270727442778
6575,corral,Pets,0.7924681689347425
6576,corridor,Coupe,0.8026562113808541
6577,corridor,Automotive,0.783619006934283
6578,corset,Women's Clothing,0.8186821695045042
6579,corset,Women's Formal Wear,0.8119235009396342
6580,corset,Style & Fashion,0.7910316008619874
6581,cosmetic,Makeup and Accessories,0.8588448198431524
6582,cosmetic,Beauty,0.8585464207687736
6583,cosmetic,Hair Care,0.8369866130170107
6584,cosmetic,Automotive,0.8327696160661491
6585,cosmetic,Oral care,0.8280273674232854
6586,cosmetic,Nail Care,0.827089756821439
6587,cosmetic,Shaving,0.8254674323510179
6588,cosmetic,Style & Fashion,0.8232409077310484
6589,cosmetic,Shopping,0.8199079483182725
6590,cosmetic,Perfume and Fragrance,0.8198474369604313
6591,cosmetic,Home Improvement,0.8142547032008902
6592,cosmetic,Deodorant and Antiperspirant,0.8060221245940977
6593,cosmetic,Consumer Electronics,0.8054934949800728
6594,cosmetic,Household Supplies,0.8030782373235822
6595,cosmetic,Medical Health,0.8028650077661709
6596,cosmetics brush,Makeup and Accessories,0.8500071640809865
6597,cosmetics brush,Hair Care,0.8284524511208078
6598,cosmetics brush,Nail Care,0.8154147861157366
6599,cosmetics brush,Household Supplies,0.8093424234808584
6600,cosmetics brush,Oral care,0.8065302693830563
6601,cosmetics brush,Travel Accessories,0.8016991496210053
6602,cosmetics brush,Perfume and Fragrance,0.8014764364966018
6603,cosmetics brush,Style & Fashion,0.7747562493725139
6604,cosmetics brush,Beauty,0.8137886186887262
6605,cosmetics brush,Shopping,0.7786345174314915
6606,cosmetics mirror,Makeup and Accessories,0.8605051216594212
6607,cosmetics mirror,Beauty,0.8336697616798215
6608,cosmetics mirror,Nail Care,0.8076673405596422
6609,cosmetics mirror,Hair Care,0.8056145972667692
6610,cosmetics mirror,Household Supplies,0.8021857750337746
6611,cosmetics mirror,Travel Accessories,0.7993537664839159
6612,cosmetics mirror,Consumer Electronics,0.7982321393172356
6613,cosmetics mirror,Home Appliances,0.7978402282985023
6614,cosmetics mirror,Style & Fashion,0.7850317040411856
6615,cosmetics mirror,Shopping,0.7963800962443817
6616,cosplay,Pop Culture,0.8119873074585506
6617,cosplay,Video Gaming,0.808258245542716
6618,cosplay,Style & Fashion,0.8025626777125996
6619,cosplay,Makeup and Accessories,0.8022222773232497
6620,cosplay,Women's Formal Wear,0.7997909035695931
6621,cosplay,Fashion Events,0.7996862326564056
6622,cosplay,Beauty,0.8014564910142484
6623,costume,Women's Formal Wear,0.8180890860530794
6624,costume,Style & Fashion,0.817586178135401
6625,costume,Women's Clothing,0.8135804802515375
6626,costume,Makeup and Accessories,0.8096052483773268
6627,costume,Men's Formal Wear,0.8051674195191316
6628,costume,Beauty,0.8126835750226631
6629,costumer film designer,Movies,0.7925587451931688
6630,infant bed,Children's Games and Toys,0.805245908387864
6631,infant bed,Shopping,0.7688316106397424
6632,cottage,Houses,0.8437227253165231
6633,cottage,Camping,0.8391536685978576
6634,cottage,Apartments,0.8377010421102765
6635,cottage,Home & Garden,0.8176933300430782
6636,cottage,Coupe,0.8176432215424168
6637,cottage,Land and Farms,0.8055679046724661
6638,cottage,Office Property,0.803999622164191
6639,cottage,Hotel Properties,0.800831698484595
6640,cottage,Hotels and Motels,0.7996908265016397
6641,cottage,Beach Travel,0.7980981967149834
6642,cottage,Home Entertaining,0.7975961226195756
6643,cottage,Real Estate,0.7886088661613607
6644,cottage,Travel,0.7998583063112444
6645,cottage,Automotive,0.7845056933918577
6646,cotton,Cats,0.8067280526799412
6647,cotton candy,Flower Shopping,0.7979216024950782
6648,cotton candy,Shopping,0.7904606754844163
6649,couch,Coupe,0.844851772451231
6650,couch,SUV,0.827546206092214
6651,couch,Camping,0.8274041044326055
6652,couch,Laptops,0.8222129939548963
6653,couch,Apartments,0.8198468417607404
6654,couch,Automotive,0.785224698966617
6655,couch,Travel,0.8022861681150957
6656,couch,Technology & Computing,0.776957603160965
6657,couch,Real Estate,0.7804618718034084
6658,countdown,Graduation,0.8060658957540532
6659,countdown,Events and Attractions,0.7719326554036985
6660,countdown,Personal Celebrations & Life Events,0.7692843478110668
6661,counter,Convertible,0.8218700237508405
6662,counter,Automotive,0.7682071911059534
6663,counter top,Desktops,0.8428386184473698
6664,counter top,Home Appliances,0.8076476333793678
6665,counter top,Technology & Computing,0.7812642449058753
6666,counter top,Home & Garden,0.782020016514443
6667,country artist,Pop Culture,0.7935994985960806
6668,country house,Houses,0.8718821022297547
6669,country house,Land and Farms,0.8358216308378286
6670,country house,Home & Garden,0.833104761872841
6671,country house,Hotel Properties,0.8253995585402978
6672,country house,Office Property,0.8233773097267109
6673,country house,Home Entertaining,0.8136042241704495
6674,country house,Household Supplies,0.8116224074406027
6675,country house,Smart Home,0.807307429357573
6676,country house,Home Improvement,0.8017209902017683
6677,country house,Museums & Galleries,0.7993855676516551
6678,country house,Retail Property,0.7993336089223969
6679,country house,Real Estate,0.7988194017198904
6680,country house,Europe Travel,0.7986530311768005
6681,country house,Home Appliances,0.7986192327693832
6682,country lane,Road-Side Assistance,0.8259244211185474
6683,country lane,Rail Travel,0.8256174989614169
6684,country lane,Land and Farms,0.8246318217241597
6685,country lane,Station Wagon,0.8221977620148391
6686,country lane,Travel Locations,0.8110107749116897
6687,country lane,Commercial Trucks,0.8032904072606772
6688,country lane,Pickup Trucks,0.7994233328446451
6689,country lane,Automotive,0.7879414909310009
6690,country lane,Travel,0.8063796894867424
6691,country lane,Real Estate,0.7658664954123834
6692,country lane,Auto Body Styles,0.7688477641343989
6693,country pop artist,Pop Culture,0.8302946747317124
6694,countryside,Land and Farms,0.8567240148615185
6695,countryside,Landscaping,0.8381418245956633
6696,countryside,Gardening,0.8359224008541245
6697,countryside,Camping,0.8280229792897094
6698,countryside,Parks & Nature,0.820902964986389
6699,countryside,Travel Locations,0.814249880094232
6700,countryside,Europe Travel,0.8109864340465964
6701,countryside,World Cuisines,0.8048430870322962
6702,countryside,Road-Side Assistance,0.8001533725108618
6703,countryside,Beach Travel,0.7980227147270879
6704,countryside,Real Estate,0.7923956045870987
6705,countryside,Home & Garden,0.8062488134376673
6706,countryside,Travel,0.8079079263140414
6707,countryside,Events and Attractions,0.7839183699367551
6708,coupe,Coupe,0.9713449085592523
6709,coupe,SUV,0.8744818852582782
6710,coupe,Station Wagon,0.8436126036946414
6711,coupe,Minivan,0.8384229865405498
6712,coupe,Convertible,0.8255932542416529
6713,coupe,Luxury Cars,0.8221392687586055
6714,coupe,Pickup Trucks,0.8159284512660707
6715,coupe,Auto Type,0.8059845566902584
6716,coupe,Commercial Trucks,0.8031058909678548
6717,coupe,Green Vehicles,0.8011113433871837
6718,coupe,Auto Body Styles,0.7998782981942542
6719,coupe,Auto Shows,0.7990456885111934
6720,coupe,Automotive,0.8123042750741889
6721,couple,Coupe,0.8287029105004478
6722,couple,Wedding,0.823692888346089
6723,couple,Family and Relationships,0.814642967932355
6724,couple,Automotive,0.7672809087020829
6725,couple photo,Wedding,0.8180608568899037
6726,couple photo,Family and Relationships,0.805933427378639
6727,couple photo,Events and Attractions,0.7701546290850619
6728,couple photo,Personal Celebrations & Life Events,0.7826778049923395
6729,courgette,Coupe,0.826043526595647
6730,courgette,Grocery Shopping,0.8039422085577069
6731,courgette,Shopping,0.7808427163917647
6732,course,Education,0.8552874304828781
6733,course,Science,0.8522694759262188
6734,course,Sports,0.8435938973891847
6735,course,Shopping,0.8377466882597298
6736,course,Graduation,0.8361177612928012
6737,course,College Education,0.8324232949005463
6738,course,Prom,0.8324113131643273
6739,course,Travel,0.8292906230969852
6740,course,Dating,0.8273438973196594
6741,course,Movies,0.8261895251689815
6742,course,Cruises,0.8243044162002737
6743,course,Beauty,0.820086339142322
6744,course,Books and Literature,0.8112262188310558
6745,course,Technology & Computing,0.8059792661540881
6746,course,Education industry,0.8033764355465749
6747,court,Sports,0.8366858830105043
6748,court,Coupe,0.8352680936170138
6749,court,Convertible,0.8318181797095447
6750,court,Prom,0.8280193895234296
6751,court,Travel,0.826166722245437
6752,court,Science,0.8252710219728
6753,court,Shopping,0.8232659440004787
6754,court,Beauty,0.8229918318328503
6755,court,Education,0.8225363269089389
6756,court,Movies,0.8201443002556927
6757,court,Dating,0.8186504477001126
6758,court,SUV,0.8180806543946513
6759,court,Card Games,0.8038196629333425
6760,court,Parks & Nature,0.7993797458932117
6761,court,Office Property,0.7987078388888149
6762,courthouse,Wedding,0.8150308693496635
6763,courthouse,Events and Attractions,0.7810199984458412
6764,courtyard,Landscaping,0.8260767434135652
6765,courtyard,Gardening,0.8220048531433981
6766,courtyard,Coupe,0.8202713702994738
6767,courtyard,Malls & Shopping Centers,0.8059915875132528
6768,courtyard,Parks & Nature,0.8008276593330185
6769,courtyard,Office Property,0.8004511448266307
6770,courtyard,Museums & Galleries,0.7988368787123714
6771,courtyard,Home & Garden,0.7976306343225433
6772,courtyard,Automotive,0.7815338436636369
6773,courtyard,Events and Attractions,0.7822942129465136
6774,cousin,Family and Relationships,0.8088214060367145
6775,coverall,Beauty,0.7988239542889147
6776,cow,Pets,0.855498534514006
6777,cow,Large Animals,0.8467497603904397
6778,cow,Cats,0.8445833879948581
6779,cow,Dogs,0.8371617374207558
6780,cow,Birds,0.8306612594011661
6781,cow,Beauty,0.822424282022814
